title,creator,agerecommendation,active,favorites,visits,created,updated,serversize,likes,dislikes,gamelink,datefetched,like_ratio,player_to_visit_ratio,genre_action,genre_adventure,genre_education,genre_entertainment,genre_obby_&_platformer,genre_party_&_casual,genre_puzzle,genre_rpg,genre_roleplay_&_avatar_sim,genre_shooter,genre_shopping,genre_simulation,genre_social,genre_sports_&_racing,genre_strategy,genre_survival,camera_not_supported,camera_supported,vc_not_supported,vc_supported
[🎃] Super League Soccer,Play! Football,All Ages,15400,458974,603300000.0,1/17/2023,11/8/2024,14,220000.0,46000.0,https://www.roblox.com/games/12177325772/Super-League-Soccer?gameSearchSessionInfo=052f9cde-b0d4-446e-90b8-a015f3e8f15e&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=12177325772&amp;position=0&amp;universeId=4293374620,11/9/2024 23:45,0.8270676691729323,2.5526272169733134e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
[🎃] untitled boxing game🥊,drowningsome,Ages 9+,8400,794604,678300000.0,6/2/2023,11/8/2024,20,744000.0,119000.0,https://www.roblox.com/games/13621938427/untitled-boxing-game?gameSearchSessionInfo=83a51e5c-adec-4cf9-af93-d06d8fc0079e&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13621938427&amp;position=0&amp;universeId=4730278139,11/9/2024 23:45,0.8621089223638471,1.2383900928792569e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
Anime Racing Clicker 🍜,Clicker House,All Ages,384,159418,105800000.0,8/26/2022,10/21/2024,18,81000.0,8091.0,https://www.roblox.com/games/10714365287/Anime-Racing-Clicker?gameSearchSessionInfo=1328dec8-1711-432b-a721-c08864d80a29&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=10714365287&amp;position=0&amp;universeId=3878727131,11/9/2024 23:45,0.9091827457318921,3.6294896030245748e-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
[🎃Halloween🧻]Skibidi Toilet Battle,Skibidi Toilet Boom Studio,All Ages,3231,792154,68300000.0,4/16/2024,11/9/2024,25,74000.0,3532.0,https://www.roblox.com/games/17166519103/FREE-UGC-Skibidi-Toilet-Battle?gameSearchSessionInfo=a729da7d-fa91-4be2-8a75-7b58cf40f3c6&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17166519103&amp;position=0&amp;universeId=5878543726,11/9/2024 23:45,0.9544446164164474,4.7306002928257684e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Phantom Forces,StyLiS Studios,Ages 9+,5253,5867059,1600000000.0,8/31/2015,11/9/2024,32,2000000.0,212000.0,https://www.roblox.com/games/292439477/Phantom-Forces?gameSearchSessionInfo=ad55156d-c7a8-4d32-85b0-9a11b9327dea&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=292439477&amp;position=0&amp;universeId=113491250,11/9/2024 23:45,0.9041591320072333,3.283125e-06,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
[X5🏁]⚡Race Clicker,48h Games,All Ages,5516,1197109,800800000.0,4/5/2022,11/8/2024,25,1000000.0,55000.0,https://www.roblox.com/games/9285238704/Race-Clicker?gameSearchSessionInfo=e16e9008-3885-4678-9043-3f4d26f7e7b8&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=9285238704&amp;position=0&amp;universeId=3476371299,11/9/2024 23:45,0.9478672985781991,6.888111888111888e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
SCP Games and SCP Monsters,@lolbuih,Ages 9+,4443,576460,624300000.0,8/14/2021,11/7/2024,20,92000.0,23000.0,https://www.roblox.com/games/7253149844/SCP-Games-and-SCP-Monsters?gameSearchSessionInfo=5907244c-1181-4207-8b25-2877cdd6219d&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=7253149844&amp;position=0&amp;universeId=2827951974,11/9/2024 23:45,0.8,7.116770783277271e-06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Mega Mansion Tycoon 🌴,Wild Atelier,All Ages,8376,1568650,1000000000.0,12/24/2021,11/5/2024,6,766000.0,41000.0,https://www.roblox.com/games/8328351891/Mega-Mansion-Tycoon?gameSearchSessionInfo=6cc86f5e-38c0-4807-8f5f-7f3fb48ea183&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=8328351891&amp;position=0&amp;universeId=3191268194,11/9/2024 23:46,0.9491945477075588,8.376e-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
[DOUGLAS!] Military Tycoon ®,InfinityInteractive,Ages 9+,7516,1735039,762600000.0,7/31/2021,11/9/2024,12,1000000.0,100000.0,https://www.roblox.com/games/7180042682/WARSHIP-Military-Tycoon?gameSearchSessionInfo=fb14c61e-483d-4526-ae0e-2ad8ab077e0d&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=7180042682&amp;position=0&amp;universeId=2788648141,11/9/2024 23:46,0.9090909090909091,9.85575662208235e-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
[💀Decay +🎃Halloween🦇] Heroes World,Heroes World,All Ages,566,758074,222100000.0,4/23/2020,11/5/2024,14,515000.0,26000.0,https://www.roblox.com/games/4934471106/Decay-Halloween-Heroes-World?gameSearchSessionInfo=1b468af6-5a16-4bb1-8e22-8edd601bafad&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=4934471106&amp;position=0&amp;universeId=1691616425,11/9/2024 23:46,0.9519408502772643,2.5484016208914903e-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
💪 Ninja Challenge [Beta],Ninja Challenge,All Ages,5020,31848,25800000.0,8/5/2024,11/7/2024,5,30000.0,4316.0,https://www.roblox.com/games/18803315158/STAGE-THREE-Ninja-Challenge-Beta?gameSearchSessionInfo=ce810001-4d99-4f14-965c-896b809d20e3&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18803315158&amp;position=0&amp;universeId=6371309794,11/9/2024 23:46,0.8742277654738314,0.00019457364341085272,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
[ITADORI + NATSU]🔥 Anime Unlimited,AU:R,Ages 13+,112,219762,54700000.0,6/7/2022,11/5/2024,12,140000.0,29000.0,https://www.roblox.com/games/9845465117/ITADORI-NATSU-Anime-Unlimited?gameSearchSessionInfo=11964f76-3f4f-4172-b546-16321fe8c458&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=9845465117&amp;position=0&amp;universeId=3639793122,11/9/2024 23:46,0.8284023668639053,2.0475319926873858e-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
[UPDATE 4] Meme Sea,Meme Sea Group,Ages 9+,20050,299834,424100000.0,7/18/2022,10/17/2024,12,300000.0,22000.0,https://www.roblox.com/games/10260193230/UPDATE-4-Meme-Sea?gameSearchSessionInfo=6dc1b086-a846-4018-88a3-9894bf479072&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=10260193230&amp;position=0&amp;universeId=3756501373,11/9/2024 23:46,0.9316770186335404,4.727658571091724e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
Human Giraffe,@Rdite,All Ages,67,446415,71400000.0,1/4/2019,12/23/2022,30,118000.0,32000.0,https://www.roblox.com/games/2711482466/Human-Giraffe?gameSearchSessionInfo=22f54229-0a4a-45c3-867b-bfe783082d83&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=2711482466&amp;position=0&amp;universeId=979894568,11/9/2024 23:46,0.7866666666666666,9.38375350140056e-07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
[UPGRADE] BARRY'S PRISON RUN! (OBBY),@PlatinumFalls,All Ages,25814,1199422,2800000000.0,2/3/2022,11/1/2024,12,279000.0,200000.0,https://www.roblox.com/games/8712817601/UPGRADE-BARRYS-PRISON-RUN-OBBY?gameSearchSessionInfo=f4a803b3-b287-421b-8375-76d48b230fea&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=8712817601&amp;position=0&amp;universeId=3310460039,11/9/2024 23:46,0.5824634655532359,9.219285714285714e-06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
🎃 Tower Defense Simulator 🎃,Paradoxum Games,All Ages,32027,3096257,3600000000.0,6/5/2019,11/8/2024,30,1000000.0,104000.0,https://www.roblox.com/games/3260590327/Tower-Defense-Simulator?gameSearchSessionInfo=7da7dc85-abea-4910-b6f2-817ff2be6328&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=3260590327&amp;position=0&amp;universeId=1176784616,11/9/2024 23:46,0.9057971014492754,8.89638888888889e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
a dusty trip [📜QUEST],Jandel's Road Trip,All Ages,33904,1242226,1100000000.0,2/16/2024,11/9/2024,25,1000000.0,139000.0,https://www.roblox.com/games/16389395869/a-dusty-trip-QUEST?gameSearchSessionInfo=bfc04a14-5740-4317-bbc1-721b395ff822&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16389395869&amp;position=0&amp;universeId=5650396773,11/9/2024 23:46,0.8779631255487269,3.082181818181818e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Color Run,Mega Fun game,All Ages,152,151629,171800000.0,4/6/2021,10/15/2023,12,36000.0,59000.0,https://www.roblox.com/games/6644653750/Color-Run?gameSearchSessionInfo=0414d4fd-9b27-4c24-b870-fbbd0494d92c&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6644653750&amp;position=0&amp;universeId=2496696953,11/9/2024 23:46,0.37894736842105264,8.847497089639115e-07,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
⭐ ZENVO! Car Dealership Tycoon,Foxzie,All Ages,17566,3105901,2000000000.0,3/27/2018,11/9/2024,15,1000000.0,101000.0,https://www.roblox.com/games/1554960397/ZENVO-Car-Dealership-Tycoon?gameSearchSessionInfo=448fb364-cb94-4e68-aaaf-9f14e4b6adcd&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=1554960397&amp;position=0&amp;universeId=605887098,11/9/2024 23:46,0.9082652134423251,8.783e-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
 [ BUMBAA  + 16 ] TOD ,OofMayy Studios,All Ages,6859,232111,153200000.0,1/25/2023,11/9/2024,30,74000.0,6912.0,https://www.roblox.com/games/12262046571/DIVA-15-TOD?gameSearchSessionInfo=2297c6a3-cbd4-498d-b2c2-e6d62ba5bfb5&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=12262046571&amp;position=0&amp;universeId=4319996251,11/9/2024 23:46,0.9145738580185881,4.477154046997389e-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Arsenal,ROLVe,Ages 9+,5981,11175696,5600000000.0,8/18/2015,11/9/2024,16,4000000.0,623000.0,https://www.roblox.com/games/286090429/Arsenal?gameSearchSessionInfo=876208d3-d0c6-4074-9c32-008c78652f93&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=286090429&amp;position=0&amp;universeId=111958650,11/9/2024 23:46,0.8652390222799048,1.0680357142857143e-06,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
💪Muscle Legends,Scriptbloxian Studios,Ages 9+,10829,2354870,1800000000.0,8/9/2019,7/12/2024,20,904000.0,131000.0,https://www.roblox.com/games/3623096087/Muscle-Legends?gameSearchSessionInfo=2d77adc1-e684-44ee-b9e4-5096d609eef6&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=3623096087&amp;position=0&amp;universeId=1268927906,11/9/2024 23:46,0.8734299516908213,6.016111111111111e-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Banana Eats 🌈,@RyCitrus,Ages 9+,3018,1793389,693400000.0,11/23/2019,11/9/2024,10,428000.0,56000.0,https://www.roblox.com/games/4448566543/Banana-Eats?gameSearchSessionInfo=72510e2d-df51-4f65-bdf0-8947e6e36825&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=4448566543&amp;position=0&amp;universeId=1415710834,11/9/2024 23:46,0.8842975206611571,4.352466109027978e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
Ez Obby But You Get Kicked If You Die!,@Zaviuz,All Ages,16,38896,31700000.0,1/16/2022,7/14/2024,30,16000.0,17000.0,https://www.roblox.com/games/8552239983/Ez-Obby-But-You-Get-Kicked-If-You-Die?gameSearchSessionInfo=72021a18-c38f-4017-a3b1-90e3e904c9f5&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=8552239983&amp;position=0&amp;universeId=3261662774,11/9/2024 23:46,0.48484848484848486,5.047318611987381e-07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Berry Avenue 🏠 RP,Amberry Games,All Ages,107481,2329253,4500000000.0,1/8/2022,11/9/2024,30,690000.0,100000.0,https://www.roblox.com/games/8481844229/Berry-Avenue-RP?gameSearchSessionInfo=30c4ed16-c8e1-4636-91c8-8d89f67428e3&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=8481844229&amp;position=0&amp;universeId=3240075297,11/9/2024 23:46,0.8734177215189873,2.3884666666666665e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
🤖 Robot Inc.,Ninja Dolphin Games,Ages 9+,72,235373,34100000.0,9/19/2019,10/19/2023,8,43000.0,11000.0,https://www.roblox.com/games/3925890721/Robot-Inc?gameSearchSessionInfo=566bdbb4-e17a-4b20-806a-e8102b2dae80&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=3925890721&amp;position=0&amp;universeId=1330216861,11/9/2024 23:47,0.7962962962962963,2.1114369501466276e-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Bloxy Bingo,Bloxy Bingo,All Ages,3337,978379,303100000.0,6/28/2020,11/3/2024,80,247000.0,47000.0,https://www.roblox.com/games/5244411056/Bloxy-Bingo?gameSearchSessionInfo=212209bf-46f8-4da1-9250-3a6d29d0f24a&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=5244411056&amp;position=0&amp;universeId=1836146838,11/9/2024 23:47,0.8401360544217688,1.1009567799406136e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
🌊Tsunami Disaster Survival🌊,Playtad,All Ages,1217,159048,265700000.0,2/17/2022,6/29/2024,40,26000.0,15000.0,https://www.roblox.com/games/8846144215/Tsunami-Disaster-Survival?gameSearchSessionInfo=c25cb3bf-f65d-4963-a989-439deb7a045a&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=8846144215&amp;position=0&amp;universeId=3348878202,11/9/2024 23:47,0.6341463414634146,4.5803537824614225e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
D-DAY,Vision Works,Ages 9+,379,631721,124000000.0,7/6/2017,11/3/2024,50,217000.0,54000.0,https://www.roblox.com/games/901793731/D-DAY?gameSearchSessionInfo=194cb257-350d-40d7-b56d-e3f7180a66b5&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=901793731&amp;position=0&amp;universeId=375716943,11/9/2024 23:47,0.8007380073800738,3.0564516129032256e-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Limitless Airline Manager - [V.0.1.11],Extant Notion Entertainment,All Ages,92,25648,3300000.0,2/26/2022,10/31/2024,1,8748.0,1457.0,https://www.roblox.com/games/8945226556/Limitless-Airline-Manager-V-0-1-11?gameSearchSessionInfo=746510c8-b091-44b8-ad32-afdceae3509b&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=8945226556&amp;position=0&amp;universeId=3376784467,11/9/2024 23:47,0.8572268495835375,2.787878787878788e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
[🎄RED ONE] Anime Defenders,Small World Games x Anime Defenders,All Ages,65991,687933,3100000000.0,4/5/2024,11/8/2024,30,1000000.0,60000.0,https://www.roblox.com/games/17017769292/RED-ONE-Anime-Defenders?gameSearchSessionInfo=95fe5e66-0b01-493e-aef7-4869fb69c70b&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17017769292&amp;position=0&amp;universeId=5836869368,11/9/2024 23:47,0.9433962264150944,2.128741935483871e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Dress To Impress 💜,Dress To Impress Group,All Ages,299742,3332344,4099999999.9999995,10/18/2023,11/9/2024,13,2000000.0,198000.0,https://www.roblox.com/games/15101393044/Dress-To-Impress?gameSearchSessionInfo=6873c8be-ecf5-4dc2-bfdd-c821abca6be0&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=15101393044&amp;position=0&amp;universeId=5203828273,11/9/2024 23:47,0.9099181073703366,7.310780487804879e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Nuke's Digital Circus Roleplay 🎪,Nuke's Games,All Ages,14,16804,1000000.0,10/29/2023,8/31/2024,25,200.0,131.0,https://www.roblox.com/games/15208269961/Nukes-Digital-Circus-Roleplay?gameSearchSessionInfo=414b57fb-8334-47f2-b241-718e0a6e1d87&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=15208269961&amp;position=0&amp;universeId=5243101434,11/9/2024 23:47,0.6042296072507553,1.4e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Every Second You Get Older [🎃HALLOWEEN🎃],Children Falling Inc,All Ages,634,92478,87600000.0,2/5/2023,11/2/2024,20,17000.0,9142.0,https://www.roblox.com/games/12381382675/Every-Second-You-Get-Older-HALLOWEEN?gameSearchSessionInfo=f845ba3e-3788-455a-9fa7-bdc711b53296&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=12381382675&amp;position=0&amp;universeId=4357443039,11/9/2024 23:47,0.6502945451763446,7.237442922374429e-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
🎃 Creatures of Sonaria 🖤 Survive Kaiju Animals,Sonar Studios,Ages 9+,37301,3766237,1000000000.0,6/26/2020,11/9/2024,75,716000.0,73000.0,https://www.roblox.com/games/5233782396/Creatures-of-Sonaria-Survive-Kaiju-Animals?gameSearchSessionInfo=461d9ab9-56d5-4ae4-b779-29b740ea135c&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=5233782396&amp;position=0&amp;universeId=1831550657,11/9/2024 23:47,0.9074778200253485,3.7301e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Break In (Story),@Cracky4,All Ages,9260,3863852,2500000000.0,9/10/2019,10/9/2023,45,1000000.0,108000.0,https://www.roblox.com/games/3851622790/Break-In-Story?gameSearchSessionInfo=11ae5b6d-46e6-49cc-983b-7b4c5d2aa828&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=3851622790&amp;position=0&amp;universeId=1318971886,11/9/2024 23:47,0.9025270758122743,3.704e-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Arm Wrestle Simulator,Kubo Games,All Ages,15880,900949,1000000000.0,4/15/2023,11/9/2024,9,1000000.0,58000.0,https://www.roblox.com/games/13127800756/Arm-Wrestle-Simulator?gameSearchSessionInfo=20ff88e7-d059-4961-b647-bed76aef04a2&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13127800756&amp;position=0&amp;universeId=4582358979,11/9/2024 23:47,0.945179584120983,1.588e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
🎃 DOORS 👁️,LSPLASH,All Ages,61504,6725957,5700000000.0,3/14/2021,11/4/2024,40,3000000.0,292000.0,https://www.roblox.com/games/6516141723/DOORS?gameSearchSessionInfo=55529889-9ff2-4190-9eeb-b60b1e9825af&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6516141723&amp;position=0&amp;universeId=2440500124,11/9/2024 23:47,0.9113001215066828,1.0790175438596491e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
🎃 RIVALS,Nosniy Games,Ages 9+,79096,14272225,1400000000.0,5/27/2024,10/31/2024,40,2000000.0,126000.0,https://www.roblox.com/games/17625359962/RIVALS?gameSearchSessionInfo=fe6e3cbe-ad24-438c-8638-ab20e300a531&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17625359962&amp;position=0&amp;universeId=6035872082,11/9/2024 23:47,0.940733772342427,5.6497142857142854e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Infectious Smile,laughablehaha,Ages 9+,5212,1940817,975900000.0,11/22/2020,11/9/2024,35,528000.0,143000.0,https://www.roblox.com/games/5985232436/Infectious-Smile-HALLOWEEN?gameSearchSessionInfo=6c55bf4a-ff78-4fad-8b4b-86cd7913015f&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=5985232436&amp;position=0&amp;universeId=2157872230,11/9/2024 23:48,0.7868852459016393,5.340711138436315e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
Blush Canyon (For Obby King),@conormasters,All Ages,511,149385,123700000.0,5/26/2019,12/29/2023,20,16000.0,18000.0,https://www.roblox.com/games/3218570640/Blush-Canyon-For-Obby-King?gameSearchSessionInfo=00b5c137-0a66-4270-be05-ff32bb7b6ebc&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=3218570640&amp;position=0&amp;universeId=1162648755,11/9/2024 23:48,0.47058823529411764,4.1309620048504445e-06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Bulked Up [HALLOWEEN],mPhase,Ages 9+,1557,2567433,415100000.0,5/22/2021,10/24/2024,10,244000.0,33000.0,https://www.roblox.com/games/6847090259/Bulked-Up-HALLOWEEN?gameSearchSessionInfo=f9a32a56-3247-4425-bc00-e4fca8498592&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6847090259&amp;position=0&amp;universeId=2605831977,11/9/2024 23:48,0.8808664259927798,3.750903396771862e-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Emergency Hamburg,Emergency Hamburg,Ages 9+,21384,527162,454000000.0,10/12/2021,11/7/2024,42,211000.0,39000.0,https://www.roblox.com/games/7711635737/Emergency-Hamburg?gameSearchSessionInfo=2160da24-b75f-4e33-b63e-13b69edb43d2&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=7711635737&amp;position=0&amp;universeId=2992873140,11/9/2024 23:48,0.844,4.7101321585903084e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Five Nights TD [COUNTDOWN⌛],Hyper TD,All Ages,29616,243937,422500000.0,1/3/2024,11/9/2024,20,217000.0,16000.0,https://www.roblox.com/games/15846919378/Five-Nights-TD-SEASON?gameSearchSessionInfo=f19699d3-a157-4270-b769-e55f31bd7746&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=15846919378&amp;position=0&amp;universeId=5479908441,11/9/2024 23:48,0.9313304721030042,7.009704142011834e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
[W51] Obby But You’re On a Bike,FORTUNE 777,All Ages,9509,5787192,1400000000.0,7/25/2023,11/9/2024,20,778000.0,237000.0,https://www.roblox.com/games/14184086618/W50-Obby-But-You-re-On-a-Bike?gameSearchSessionInfo=e7edad82-4d09-4ef7-81a8-5f8cc7de7450&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=14184086618&amp;position=0&amp;universeId=4908792642,11/9/2024 23:48,0.7665024630541872,6.792142857142857e-06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Survive a plane crash!,@DOLLYNHO_CR4FTYT,All Ages,249,9567,4900000.0,9/21/2021,10/15/2024,20,2698.0,1620.0,https://www.roblox.com/games/7525558608/Survive-a-plane-crash?gameSearchSessionInfo=9d8db889-924b-40ab-8f12-340b67252449&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=7525558608&amp;position=0&amp;universeId=2927256010,11/9/2024 23:48,0.6248263084761464,5.0816326530612244e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
3008 [2.73],@uglyburger0,All Ages,35645,4846956,2300000000.0,1/20/2019,11/2/2024,16,1000000.0,153000.0,https://www.roblox.com/games/2768379856/3008-2-73?gameSearchSessionInfo=c3c6763b-d40c-4507-84ef-478d0be9744a&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=2768379856&amp;position=0&amp;universeId=1000233041,11/9/2024 23:48,0.8673026886383348,1.549782608695652e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
Gunfight Arena,Gunfight Studio,Ages 9+,11076,1129846,527700000.00000006,8/21/2023,11/7/2024,20,445000.0,58000.0,https://www.roblox.com/games/14518422161/Gunfight-Arena?gameSearchSessionInfo=9515840b-df28-46bb-b43a-ff7dfec81b6c&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=14518422161&amp;position=0&amp;universeId=5012222382,11/9/2024 23:48,0.8846918489065606,2.0989198408186468e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
